,ori,county,name,region,lat,lon,"lat,lon"
41,TX0210200,BRAZOS,College Station Police Department,South,30.656725,-96.302389,"30.656725,-96.302389"
105,TX0210000,BRAZOS,Brazos County Sheriff's Office,South,30.687794,-96.3732,"30.687794,-96.3732"
241,TX0210400,BRAZOS,Texas A&M University: College Station,South,30.656725,-96.302389,"30.656725,-96.302389"
647,TX0210100,BRAZOS,Bryan Police Department,South,30.656725,-96.302389,"30.656725,-96.302389"
