,Unnamed: 0,ori,county,name,region,lat,lon,"lat,lon",data_year,offense,state_abbr,cleared,actual
0,0,TX0153500,BEXAR,Independent School District: East Central,South,29.448671,-98.520147,"29.448671,-98.520147",2018,robbery,TX,0,0
1,0,TX0153500,BEXAR,Independent School District: East Central,South,29.448671,-98.520147,"29.448671,-98.520147",2018,aggravated-assault,TX,31,31
2,0,TX0153500,BEXAR,Independent School District: East Central,South,29.448671,-98.520147,"29.448671,-98.520147",2018,arson,TX,0,0
3,0,TX0153500,BEXAR,Independent School District: East Central,South,29.448671,-98.520147,"29.448671,-98.520147",2018,burglary,TX,2,2
4,0,TX0153500,BEXAR,Independent School District: East Central,South,29.448671,-98.520147,"29.448671,-98.520147",2018,homicide,TX,0,0
5,0,TX0153500,BEXAR,Independent School District: East Central,South,29.448671,-98.520147,"29.448671,-98.520147",2018,human-trafficing,TX,0,0
6,0,TX0153500,BEXAR,Independent School District: East Central,South,29.448671,-98.520147,"29.448671,-98.520147",2018,larceny,TX,7,7
7,0,TX0153500,BEXAR,Independent School District: East Central,South,29.448671,-98.520147,"29.448671,-98.520147",2018,motor-vehicle-theft,TX,0,0
8,0,TX0153500,BEXAR,Independent School District: East Central,South,29.448671,-98.520147,"29.448671,-98.520147",2018,property-crime,TX,9,9
9,0,TX0153500,BEXAR,Independent School District: East Central,South,29.448671,-98.520147,"29.448671,-98.520147",2018,rape,TX,0,0
10,0,TX0153500,BEXAR,Independent School District: East Central,South,29.448671,-98.520147,"29.448671,-98.520147",2018,rape-legacy,TX,0,0
11,0,TX0153500,BEXAR,Independent School District: East Central,South,29.448671,-98.520147,"29.448671,-98.520147",2018,violent-crime,TX,31,31
12,0,TX0153500,BEXAR,Independent School District: East Central,South,29.448671,-98.520147,"29.448671,-98.520147",2018,robbery,TX,0,0
13,0,TX0153500,BEXAR,Independent School District: East Central,South,29.448671,-98.520147,"29.448671,-98.520147",2018,aggravated-assault,TX,31,31
14,0,TX0153500,BEXAR,Independent School District: East Central,South,29.448671,-98.520147,"29.448671,-98.520147",2018,arson,TX,0,0
15,0,TX0153500,BEXAR,Independent School District: East Central,South,29.448671,-98.520147,"29.448671,-98.520147",2018,burglary,TX,2,2
16,0,TX0153500,BEXAR,Independent School District: East Central,South,29.448671,-98.520147,"29.448671,-98.520147",2018,homicide,TX,0,0
17,0,TX0153500,BEXAR,Independent School District: East Central,South,29.448671,-98.520147,"29.448671,-98.520147",2018,human-trafficing,TX,0,0
18,0,TX0153500,BEXAR,Independent School District: East Central,South,29.448671,-98.520147,"29.448671,-98.520147",2018,larceny,TX,7,7
19,0,TX0153500,BEXAR,Independent School District: East Central,South,29.448671,-98.520147,"29.448671,-98.520147",2018,motor-vehicle-theft,TX,0,0
20,0,TX0153500,BEXAR,Independent School District: East Central,South,29.448671,-98.520147,"29.448671,-98.520147",2018,property-crime,TX,9,9
21,0,TX0153500,BEXAR,Independent School District: East Central,South,29.448671,-98.520147,"29.448671,-98.520147",2018,rape,TX,0,0
22,0,TX0153500,BEXAR,Independent School District: East Central,South,29.448671,-98.520147,"29.448671,-98.520147",2018,rape-legacy,TX,0,0
23,0,TX0153500,BEXAR,Independent School District: East Central,South,29.448671,-98.520147,"29.448671,-98.520147",2018,violent-crime,TX,31,31
24,0,TX0153500,BEXAR,Independent School District: East Central,South,29.448671,-98.520147,"29.448671,-98.520147",2019,violent-crime,TX,22,24
25,0,TX0153500,BEXAR,Independent School District: East Central,South,29.448671,-98.520147,"29.448671,-98.520147",2019,arson,TX,0,0
26,0,TX0153500,BEXAR,Independent School District: East Central,South,29.448671,-98.520147,"29.448671,-98.520147",2019,aggravated-assault,TX,21,24
27,0,TX0153500,BEXAR,Independent School District: East Central,South,29.448671,-98.520147,"29.448671,-98.520147",2019,burglary,TX,0,3
28,0,TX0153500,BEXAR,Independent School District: East Central,South,29.448671,-98.520147,"29.448671,-98.520147",2019,homicide,TX,0,0
29,0,TX0153500,BEXAR,Independent School District: East Central,South,29.448671,-98.520147,"29.448671,-98.520147",2019,human-trafficing,TX,0,0
30,0,TX0153500,BEXAR,Independent School District: East Central,South,29.448671,-98.520147,"29.448671,-98.520147",2019,larceny,TX,11,15
31,0,TX0153500,BEXAR,Independent School District: East Central,South,29.448671,-98.520147,"29.448671,-98.520147",2019,motor-vehicle-theft,TX,0,0
32,0,TX0153500,BEXAR,Independent School District: East Central,South,29.448671,-98.520147,"29.448671,-98.520147",2019,property-crime,TX,11,18
33,0,TX0153500,BEXAR,Independent School District: East Central,South,29.448671,-98.520147,"29.448671,-98.520147",2019,rape,TX,0,0
34,0,TX0153500,BEXAR,Independent School District: East Central,South,29.448671,-98.520147,"29.448671,-98.520147",2019,rape-legacy,TX,0,0
35,0,TX0153500,BEXAR,Independent School District: East Central,South,29.448671,-98.520147,"29.448671,-98.520147",2019,robbery,TX,1,0
36,1,TX0151100,BEXAR,Olmos Park Police Department,South,29.471867,-98.4906,"29.471867,-98.4906",2018,rape-legacy,TX,0,0
37,1,TX0151100,BEXAR,Olmos Park Police Department,South,29.471867,-98.4906,"29.471867,-98.4906",2018,rape,TX,0,0
38,1,TX0151100,BEXAR,Olmos Park Police Department,South,29.471867,-98.4906,"29.471867,-98.4906",2018,property-crime,TX,3,24
39,1,TX0151100,BEXAR,Olmos Park Police Department,South,29.471867,-98.4906,"29.471867,-98.4906",2018,motor-vehicle-theft,TX,2,2
40,1,TX0151100,BEXAR,Olmos Park Police Department,South,29.471867,-98.4906,"29.471867,-98.4906",2018,larceny,TX,0,17
41,1,TX0151100,BEXAR,Olmos Park Police Department,South,29.471867,-98.4906,"29.471867,-98.4906",2018,human-trafficing,TX,0,0
42,1,TX0151100,BEXAR,Olmos Park Police Department,South,29.471867,-98.4906,"29.471867,-98.4906",2018,homicide,TX,0,0
43,1,TX0151100,BEXAR,Olmos Park Police Department,South,29.471867,-98.4906,"29.471867,-98.4906",2018,burglary,TX,1,5
44,1,TX0151100,BEXAR,Olmos Park Police Department,South,29.471867,-98.4906,"29.471867,-98.4906",2018,arson,TX,0,0
45,1,TX0151100,BEXAR,Olmos Park Police Department,South,29.471867,-98.4906,"29.471867,-98.4906",2018,aggravated-assault,TX,0,1
46,1,TX0151100,BEXAR,Olmos Park Police Department,South,29.471867,-98.4906,"29.471867,-98.4906",2018,violent-crime,TX,0,1
47,1,TX0151100,BEXAR,Olmos Park Police Department,South,29.471867,-98.4906,"29.471867,-98.4906",2018,robbery,TX,0,0
48,1,TX0151100,BEXAR,Olmos Park Police Department,South,29.471867,-98.4906,"29.471867,-98.4906",2018,rape-legacy,TX,0,0
49,1,TX0151100,BEXAR,Olmos Park Police Department,South,29.471867,-98.4906,"29.471867,-98.4906",2018,rape,TX,0,0
50,1,TX0151100,BEXAR,Olmos Park Police Department,South,29.471867,-98.4906,"29.471867,-98.4906",2018,property-crime,TX,3,24
51,1,TX0151100,BEXAR,Olmos Park Police Department,South,29.471867,-98.4906,"29.471867,-98.4906",2018,motor-vehicle-theft,TX,2,2
52,1,TX0151100,BEXAR,Olmos Park Police Department,South,29.471867,-98.4906,"29.471867,-98.4906",2018,larceny,TX,0,17
53,1,TX0151100,BEXAR,Olmos Park Police Department,South,29.471867,-98.4906,"29.471867,-98.4906",2018,human-trafficing,TX,0,0
54,1,TX0151100,BEXAR,Olmos Park Police Department,South,29.471867,-98.4906,"29.471867,-98.4906",2018,homicide,TX,0,0
55,1,TX0151100,BEXAR,Olmos Park Police Department,South,29.471867,-98.4906,"29.471867,-98.4906",2018,burglary,TX,1,5
56,1,TX0151100,BEXAR,Olmos Park Police Department,South,29.471867,-98.4906,"29.471867,-98.4906",2018,arson,TX,0,0
57,1,TX0151100,BEXAR,Olmos Park Police Department,South,29.471867,-98.4906,"29.471867,-98.4906",2018,aggravated-assault,TX,0,1
58,1,TX0151100,BEXAR,Olmos Park Police Department,South,29.471867,-98.4906,"29.471867,-98.4906",2018,violent-crime,TX,0,1
59,1,TX0151100,BEXAR,Olmos Park Police Department,South,29.471867,-98.4906,"29.471867,-98.4906",2018,robbery,TX,0,0
60,1,TX0151100,BEXAR,Olmos Park Police Department,South,29.471867,-98.4906,"29.471867,-98.4906",2019,robbery,TX,0,0
61,1,TX0151100,BEXAR,Olmos Park Police Department,South,29.471867,-98.4906,"29.471867,-98.4906",2019,arson,TX,0,0
62,1,TX0151100,BEXAR,Olmos Park Police Department,South,29.471867,-98.4906,"29.471867,-98.4906",2019,burglary,TX,1,8
63,1,TX0151100,BEXAR,Olmos Park Police Department,South,29.471867,-98.4906,"29.471867,-98.4906",2019,homicide,TX,0,0
64,1,TX0151100,BEXAR,Olmos Park Police Department,South,29.471867,-98.4906,"29.471867,-98.4906",2019,human-trafficing,TX,0,0
